budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
30000000.0,Aardman Animations,United Kingdom,Steve Box,Animation,194137091.0,Wallace & Gromit: The Curse of the Were-Rabbit,G,2005-10-07,85.0,7.4,Peter Sallis,128000.0,Steve Box,2005
29000000.0,Mandalay Pictures,Germany,John Maybury,Drama,21733230.0,The Jacket,R,2005-03-04,103.0,7.1,Adrien Brody,110000.0,Tom Bleecker,2005
15000000.0,Gold Circle Films,United States,Clare Kilner,Comedy,47096206.0,The Wedding Date,PG-13,2005-02-04,90.0,6.2,Dermot Mulroney,50000.0,Elizabeth Young,2005
6500000.0,Room 9 Entertainment,United States,Jason Reitman,Comedy,39323027.0,Thank You for Smoking,R,2006-04-14,92.0,7.6,Aaron Eckhart,215000.0,Jason Reitman,2005
30000000.0,Twentieth Century Fox,Germany,John Polson,Drama,127369981.0,Hide and Seek,R,2005-01-28,101.0,6.0,Robert De Niro,83000.0,Ari Schlossberg,2005
38000000.0,Dimension Films,Germany,Wes Craven,Comedy,29621722.0,Cursed,PG-13,2005-02-25,97.0,5.0,Christina Ricci,31000.0,Kevin Williamson,2005
45000000.0,Castle Rock Entertainment,United States,John Pasquin,Action,101393569.0,Miss Congeniality 2: Armed & Fabulous,PG-13,2005-03-24,115.0,5.1,Sandra Bullock,71000.0,Marc Lawrence,2005
35000000.0,Paramount Pictures,United States,Richard Linklater,Comedy,34252847.0,Bad News Bears,PG-13,2005-07-22,113.0,5.8,Billy Bob Thornton,21000.0,Bill Lancaster,2005
30000000.0,Fox 2000 Pictures,United States,Bobby Farrelly,Comedy,50605163.0,Fever Pitch,PG-13,2005-04-08,104.0,6.2,Drew Barrymore,43000.0,Lowell Ganz,2005
113000000.0,Columbia Pictures,United States,Lee Tamahori,Action,71022693.0,xXx: State of the Union,PG-13,2005-04-29,101.0,4.5,Ice Cube,68000.0,Rich Wilkes,2005
50000000.0,Warner Bros.,United States,Stephen Gaghan,Drama,93974620.0,Syriana,R,2005-12-09,128.0,6.9,George Clooney,127000.0,Stephen Gaghan,2005
35000000.0,Warner Bros.,United States,Niki Caro,Drama,25211175.0,North Country,R,2005-10-21,126.0,7.3,Charlize Theron,41000.0,Michael Seitzman,2005
22000000.0,Di Bonaventura Pictures,United States,Mikael Håfström,Crime,57479076.0,Derailed,R,2005-11-11,108.0,6.6,Clive Owen,72000.0,Stuart Beattie,2005
10000000.0,Universal Pictures,United States,Mark Rosman,Comedy,19770475.0,The Perfect Man,PG,2005-06-17,100.0,5.5,Hilary Duff,29000.0,Michael McQuown,2005
45000000.0,Rogue Pictures,United Kingdom,Louis Leterrier,Action,50871113.0,Unleashed,R,2005-05-13,103.0,7.0,Jet Li,100000.0,Luc Besson,2005
52000000.0,Miramax,United States,Florent-Emilio Siri,Action,77663556.0,Hostage,R,2005-03-11,113.0,6.5,Bruce Willis,108000.0,Robert Crais,2005
26000000.0,Fairway Films,United States,Bill Paxton,Biography,15431177.0,The Greatest Game Ever Played,PG,2005-06-30,120.0,7.4,Shia LaBeouf,29000.0,Mark Frost,2005
40000000.0,Cent Productions Inc.,United States,Jim Sheridan,Biography,46563961.0,Get Rich or Die Tryin',R,2005-11-09,117.0,5.4,50 Cent,45000.0,Terence Winter,2005
85000000.0,Columbia Pictures,United States,Nora Ephron,Comedy,131426169.0,Bewitched,PG-13,2005-06-24,102.0,4.8,Nicole Kidman,70000.0,Nora Ephron,2005
30000000.0,The Weinstein Company,United States,Cory Edwards,Animation,110013167.0,Hoodwinked,PG,2006-01-13,80.0,6.4,Anne Hathaway,58000.0,Todd Edwards,2005
25000000.0,Boll Kino Beteiligungs GmbH & Co. KG,Germany,Uwe Boll,Action,3650275.0,BloodRayne,R,2006-01-06,95.0,2.9,Kristanna Loken,34000.0,Guinevere Turner,2005
15000000.0,EuropaCorp,France,Tommy Lee Jones,Adventure,12045362.0,The Three Burials of Melquiades Estrada,R,2006-02-24,121.0,7.4,Tommy Lee Jones,39000.0,Guillermo Arriaga,2005
3200000.0,Dimension Films,United States,John Gulager,Action,719135.0,Feast,R,2007-01-18,95.0,6.3,Navi Rawat,30000.0,Patrick Melton,2005
10000000.0,Milkshake Films,United States,Danny Cannon,Adventure,27610873.0,Goal! The Dream Begins,PG,2006-05-12,118.0,6.7,Kuno Becker,61000.0,Mike Jefferies,2005
30000000.0,Lions Gate Films,United States,Brett Leonard,Action,1123136.0,Man-Thing,R,2005-04-21,97.0,4.0,Jack Thompson,6100.0,Steve Gerber,2005
7000000.0,Warner Independent Pictures (WIP),United States,George Clooney,Biography,54641191.0,"Good Night, and Good Luck.",PG,2005-11-04,93.0,7.4,David Strathairn,95000.0,George Clooney,2005
30000000.0,Touchstone Pictures,United States,Nigel Cole,Comedy,42886719.0,A Lot Like Love,PG-13,2005-04-22,107.0,6.6,Ashton Kutcher,68000.0,Colin Patrick Lynch,2005
1000000.0,Rogue Pictures,United States,Jeff Wadlow,Drama,32586408.0,Cry Wolf,PG-13,2005-06-16,90.0,5.8,Julian Morris,26000.0,Jeff Wadlow,2005
20000000.0,UK Film Council,Australia,John Hillcoat,Crime,5048693.0,The Proposition,R,2006-06-09,104.0,7.3,Ray Winstone,51000.0,Nick Cave,2005
25000000.0,OLC / Rights Entertainment,New Zealand,Roger Donaldson,Biography,18299138.0,The World's Fastest Indian,PG-13,2006-03-24,127.0,7.8,Anthony Hopkins,53000.0,Roger Donaldson,2005
135000000.0,Columbia Pictures,United States,Rob Cohen,Action,79268322.0,Stealth,PG-13,2005-07-29,121.0,5.1,Josh Lucas,52000.0,W.D. Richter,2005
2800000.0,Crunk Pictures,United States,Craig Brewer,Crime,23563727.0,Hustle & Flow,R,2005-07-22,116.0,7.3,Terrence Howard,39000.0,Craig Brewer,2005
12500000.0,Stratus Film Co.,Ireland,Richard Shepard,Comedy,17356268.0,The Matador,R,2006-01-27,96.0,6.7,Pierce Brosnan,44000.0,Richard Shepard,2005
18000000.0,Revolution Studios,United States,Rupert Wainwright,Horror,46201432.0,The Fog,PG-13,2005-10-14,100.0,3.7,Tom Welling,35000.0,Cooper Layne,2005
14000000.0,Twentieth Century Fox,United States,Wayne Wang,Comedy,33589427.0,Because of Winn-Dixie,PG,2005-02-18,106.0,6.3,AnnaSophia Robb,11000.0,Kate DiCamillo,2005
25000000.0,Serendipity Point Films,Canada,Atom Egoyan,Crime,3487678.0,Where the Truth Lies,Unrated,2005-10-07,107.0,6.5,Kevin Bacon,17000.0,Atom Egoyan,2005
30000000.0,Warner Bros.,United States,Gary David Goldberg,Comedy,58231520.0,Must Love Dogs,PG-13,2005-07-29,98.0,5.9,Diane Lane,31000.0,Claire Cook,2005
35000000.0,Columbia Pictures,United States,Kevin Rodney Sullivan,Comedy,103121466.0,Guess Who,PG-13,2005-03-25,105.0,5.9,Ashton Kutcher,41000.0,William Rose,2005
1500000.0,IFC Productions,United States,Rebecca Miller,Drama,916051.0,The Ballad of Jack and Rose,R,2005-04-08,112.0,6.6,Daniel Day-Lewis,11000.0,Rebecca Miller,2005
50000000.0,New Regency Productions,United States,Marc Forster,Drama,8483797.0,Stay,R,2005-10-21,99.0,6.8,Ewan McGregor,77000.0,David Benioff,2005
80000000.0,Miramax,United States,John Dahl,Action,10777375.0,The Great Raid,R,2005-08-12,132.0,6.7,Benjamin Bratt,21000.0,William B. Breuer,2005
19300000.0,Recorded Picture Company (RPC),United Kingdom,Terry Gilliam,Drama,566611.0,Tideland,R,2006-08-11,120.0,6.5,Jeff Bridges,32000.0,Tony Grisoni,2005
20000000.0,AITD Productions,Canada,Uwe Boll,Action,12693645.0,Alone in the Dark,R,2005-01-28,96.0,2.4,Christian Slater,42000.0,Elan Mastai,2005
14000000.0,Allan Zeman Productions,United Kingdom,Courtney Solomon,Drama,29612137.0,An American Haunting,PG-13,2006-05-05,83.0,5.1,Donald Sutherland,25000.0,Brent Monahan,2005
16000000.0,Tag Entertainment,United States,Steve Boyum,Action,3344431.0,Supercross,PG-13,2005-08-17,80.0,4.3,Steve Howey,4400.0,Ken Solarz,2005
60000000.0,R.P. Productions,France,Roman Polanski,Crime,42580321.0,Oliver Twist,PG-13,2005-06-30,130.0,6.8,Barney Clark,32000.0,Charles Dickens,2005
10000000.0,Universal Pictures,United Kingdom,Geoffrey Sax,Drama,91196419.0,White Noise,PG-13,2005-01-07,101.0,5.5,Michael Keaton,48000.0,Niall Johnson,2005
32000000.0,Revolution Studios,United States,Brian Levant,Adventure,97918663.0,Are We There Yet?,PG,2005-01-21,95.0,4.7,Ice Cube,30000.0,Steven Gary Banks,2005
20000000.0,Miramax,United States,John Madden,Drama,14189860.0,Proof,PG-13,2005-10-07,100.0,6.7,Gwyneth Paltrow,44000.0,David Auburn,2005
30000000.0,Alcon Entertainment,United States,Frederik Du Chau,Adventure,90754475.0,Racing Stripes,PG,2005-01-14,102.0,5.2,Frankie Muniz,16000.0,David Schmidt,2005
80000000.0,Franchise Pictures,Czech Republic,Peter Hyams,Action,11665465.0,A Sound of Thunder,PG-13,2005-06-02,110.0,4.2,Edward Burns,19000.0,Ray Bradbury,2005
22000000.0,Paramount Pictures,United States,Gore Verbinski,Comedy,19126398.0,The Weather Man,R,2005-10-28,102.0,6.5,Nicolas Cage,78000.0,Steve Conrad,2005
169000.0,Summit Entertainment,United Kingdom,Niall Johnson,Comedy,18586834.0,Keeping Mum,R,2006-10-06,99.0,6.8,Rowan Atkinson,34000.0,Richard Russo,2005
30000000.0,Miramax,Germany,Lasse Hallström,Drama,18618284.0,An Unfinished Life,PG-13,2005-06-16,108.0,7.0,Jennifer Lopez,29000.0,Mark Spragg,2005
20000000.0,Screen Gems,United States,Stephen Kay,Drama,67192859.0,Boogeyman,PG-13,2005-02-04,89.0,4.2,Barry Watson,30000.0,Eric Kripke,2005
800000.0,IFC Films,United States,Miranda July,Comedy,8012838.0,Me and You and Everyone We Know,R,2005-08-05,91.0,7.3,John Hawkes,36000.0,Miranda July,2005
1000000.0,Belladonna Productions,United States,Duncan Tucker,Adventure,15151744.0,Transamerica,R,2006-03-03,103.0,7.4,Felicity Huffman,41000.0,Duncan Tucker,2005
9600000.0,Crescent Drive Pictures,United States,Andy Garcia,Drama,4408011.0,The Lost City,R,2006-05-26,144.0,6.6,Andy Garcia,9300.0,Guillermo Cabrera Infante,2005
12000000.0,New Line Cinema,United States,Mike Binder,Comedy,28237488.0,The Upside of Anger,R,2005-04-01,118.0,6.8,Joan Allen,21000.0,Mike Binder,2005
6800000.0,El Camino Pictures,United States,Arie Posin,Comedy,351401.0,The Chumscrubber,R,2006-10-05,108.0,6.9,Jamie Bell,18000.0,Arie Posin,2005
33000000.0,New Line Cinema,United States,Les Mayfield,Action,13485145.0,The Man,PG-13,2005-06-09,83.0,5.6,Samuel L. Jackson,25000.0,Jim Piddock,2005
35000000.0,Vanguard Films and Animation,United Kingdom,Gary Chapman,Animation,61746888.0,Valiant,G,2005-08-19,76.0,5.5,Ewan McGregor,22000.0,George Webster,2005
22000000.0,Prime Film Productions LLC,United States,Ben Younger,Comedy,67937494.0,Prime,PG-13,2005-10-28,105.0,6.2,Uma Thurman,40000.0,Ben Younger,2005
14200000.0,Zentropa Entertainments,Denmark,Lars von Trier,Drama,674918.0,Manderlay,Not Rated,2005-06-03,139.0,7.3,Bryce Dallas Howard,23000.0,Lars von Trier,2005
1000000.0,Junebug Movie,United States,Phil Morrison,Comedy,3399228.0,Junebug,R,2005-06-16,106.0,6.9,Embeth Davidtz,22000.0,Angus MacLachlan,2005
30000000.0,Morgan Creek Entertainment,United States,Paul Schrader,Drama,251495.0,Dominion,R,2005-08-01,117.0,5.2,Stellan Skarsgård,11000.0,William Wisher,2005
32000000.0,Dreamworks Pictures,United States,John Gatins,Drama,38741732.0,Dreamer,PG,2005-10-21,106.0,6.8,Kurt Russell,12000.0,John Gatins,2005
1000000.0,Bulbul Films,Norway,Bent Hamer,Comedy,2708087.0,Factotum,R,2005-04-29,94.0,6.6,Matt Dillon,14000.0,Charles Bukowski,2005
7000000.0,Warner Independent Pictures (WIP),United States,Liev Schreiber,Comedy,3601974.0,Everything Is Illuminated,PG-13,2005-11-04,106.0,7.4,Elijah Wood,57000.0,Jonathan Safran Foer,2005
4000000.0,Bob Yari Productions,United States,Mike Mills,Comedy,2138742.0,Thumbsucker,R,2005-10-07,96.0,6.6,Lou Taylor Pucci,21000.0,Walter Kirn,2005
33100000.0,Twentieth Century Fox,United States,Steve Carr,Comedy,17492014.0,Rebound,PG,2005-07-01,86.0,5.2,Martin Lawrence,13000.0,Bill Wolff,2005
90000000.0,Warner Bros.,United States,Martin Scorsese,Crime,291465373.0,The Departed,R,2006-10-06,151.0,8.5,Leonardo DiCaprio,1200000.0,William Monahan,2006
85000000.0,Universal Pictures,United States,Justin Lin,Action,158964610.0,The Fast and the Furious: Tokyo Drift,PG-13,2006-06-16,104.0,6.0,Lucas Black,252000.0,Chris Morgan,2006
72500000.0,Columbia Pictures,United States,Adam McKay,Comedy,163362095.0,Talladega Nights: the Ballad of Ricky Bobby,PG-13,2006-08-04,108.0,6.6,Will Ferrell,172000.0,Will Ferrell,2006
40000000.0,Touchstone Pictures,United Kingdom,Christopher Nolan,Drama,109676311.0,The Prestige,PG-13,2006-10-20,130.0,8.5,Christian Bale,1200000.0,Jonathan Nolan,2006
120000000.0,Pixar Animation Studios,United States,John Lasseter,Animation,461991867.0,Cars,G,2006-06-09,117.0,7.1,Owen Wilson,381000.0,John Lasseter,2006
65000000.0,Warner Bros.,United States,Zack Snyder,Action,456068181.0,300,R,2007-03-09,117.0,7.6,Gerard Butler,750000.0,Zack Snyder,2006
35000000.0,Fox 2000 Pictures,United States,David Frankel,Comedy,326706115.0,The Devil Wears Prada,PG-13,2006-06-30,109.0,6.9,Anne Hathaway,385000.0,Aline Brosh McKenna,2006
150000000.0,Columbia Pictures,United Kingdom,Martin Campbell,Action,616502912.0,Casino Royale,PG-13,2006-11-17,144.0,8.0,Daniel Craig,594000.0,Neal Purvis,2006
19000000.0,Estudios Picasso,Spain,Guillermo del Toro,Drama,83850267.0,Pan's Labyrinth,R,2007-01-19,118.0,8.2,Ivana Baquero,631000.0,Guillermo del Toro,2006
225000000.0,Walt Disney Pictures,United States,Gore Verbinski,Action,1066179747.0,Pirates of the Caribbean: Dead Man's Chest,PG-13,2006-07-07,151.0,7.3,Johnny Depp,668000.0,Ted Elliott,2006
40000000.0,Icon Productions,United States,Mel Gibson,Action,120673227.0,Apocalypto,R,2006-12-08,139.0,7.8,Gerardo Taracena,297000.0,Mel Gibson,2006
20000000.0,Dreamworks Pictures,United States,Andy Fickman,Comedy,57194667.0,She's the Man,PG-13,2006-03-17,105.0,6.3,Amanda Bynes,149000.0,Ewan Leslie,2006
26000000.0,New Line Cinema,United States,Todd Field,Drama,14821658.0,Little Children,R,2007-02-09,137.0,7.5,Kate Winslet,107000.0,Todd Field,2006
76000000.0,Universal Pictures,United States,Alfonso Cuarón,Adventure,70595464.0,Children of Men,R,2007-01-05,109.0,7.9,Julianne Moore,474000.0,Alfonso Cuarón,2006
125000000.0,Columbia Pictures,United States,Ron Howard,Mystery,760006945.0,The Da Vinci Code,PG-13,2006-05-19,149.0,6.6,Tom Hanks,410000.0,Akiva Goldsman,2006
55000000.0,Columbia Pictures,United States,Gabriele Muccino,Biography,307127625.0,The Pursuit of Happyness,PG-13,2006-12-15,117.0,8.0,Will Smith,465000.0,Steve Conrad,2006
8000000.0,Fox Searchlight Pictures,United States,Jonathan Dayton,Comedy,101058954.0,Little Miss Sunshine,R,2006-08-18,101.0,7.8,Steve Carell,450000.0,Michael Arndt,2006
6000000.0,Fox Searchlight Pictures,United Kingdom,Kevin Macdonald,Biography,48618191.0,The Last King of Scotland,R,2007-01-19,123.0,7.7,James McAvoy,179000.0,Peter Morgan,2006
100000000.0,Warner Bros.,United States,Edward Zwick,Adventure,171720398.0,Blood Diamond,R,2006-12-08,143.0,8.0,Leonardo DiCaprio,511000.0,Charles Leavitt,2006
2000000.0,Wiedemann & Berg Filmproduktion,Germany,Florian Henckel von Donnersmarck,Drama,77356942.0,The Lives of Others,R,2007-03-30,137.0,8.4,Ulrich Mühe,368000.0,Florian Henckel von Donnersmarck,2006
110000000.0,Twentieth Century Fox,United States,Shawn Levy,Adventure,574481229.0,Night at the Museum,PG,2006-12-22,108.0,6.4,Ben Stiller,323000.0,Robert Ben Garant,2006
150000000.0,Paramount Pictures,United States,J.J. Abrams,Action,398479497.0,Mission: Impossible III,PG-13,2006-05-05,126.0,6.9,Tom Cruise,337000.0,Alex Kurtzman,2006
40000000.0,Columbia Pictures,United States,Sofia Coppola,Biography,60917189.0,Marie Antoinette,PG-13,2006-10-20,123.0,6.5,Kirsten Dunst,104000.0,Sofia Coppola,2006
45000000.0,Universal Pictures,United States,Spike Lee,Crime,186003591.0,Inside Man,R,2006-03-24,129.0,7.6,Denzel Washington,350000.0,Russell Gewirtz,2006
15000000.0,New Line Cinema,Germany,Wayne Kramer,Action,9380029.0,Running Scared,R,2006-02-24,122.0,7.3,Paul Walker,98000.0,Wayne Kramer,2006
23000000.0,Universal Pictures,United States,Steve Pink,Comedy,38623262.0,Accepted,PG-13,2006-08-18,93.0,6.4,Justin Long,127000.0,Adam Cooper,2006
270000000.0,Warner Bros.,United States,Bryan Singer,Action,391081192.0,Superman Returns,PG-13,2006-06-28,154.0,6.0,Brandon Routh,274000.0,Michael Dougherty,2006
15000000.0,Gold Circle Films,Canada,James Gunn,Comedy,12834936.0,Slither,R,2006-03-31,95.0,6.5,Nathan Fillion,76000.0,James Gunn,2006
35000000.0,Paramount Pictures,United States,Jared Hess,Comedy,99255460.0,Nacho Libre,PG,2006-06-16,92.0,5.8,Jack Black,83000.0,Jared Hess,2006
20000000.0,Screen Gems,United States,Renny Harlin,Action,37598767.0,The Covenant,PG-13,2006-06-08,97.0,5.3,Steven Strait,48000.0,J.S. Cardone,2006
15000000.0,Craven-Maddalena Films,United States,Alexandre Aja,Horror,70009308.0,The Hills Have Eyes,R,2006-03-10,107.0,6.4,Ted Levine,162000.0,Wes Craven,2006
35000000.0,Warner Bros.,Canada,Darren Aronofsky,Drama,16468343.0,The Fountain,PG-13,2006-11-22,97.0,7.2,Hugh Jackman,232000.0,Darren Aronofsky,2006
210000000.0,Twentieth Century Fox,United States,Brett Ratner,Action,460435291.0,X-Men: the Last Stand,PG-13,2006-05-26,104.0,6.7,Patrick Stewart,491000.0,Simon Kinberg,2006
50000000.0,Screen Gems,United States,Len Wiseman,Action,111476513.0,Underworld: Evolution,R,2006-01-20,106.0,6.7,Kate Beckinsale,193000.0,Danny McBride,2006
82500000.0,Columbia Pictures,United States,Frank Coraci,Comedy,240685326.0,Click,PG-13,2006-06-23,107.0,6.4,Adam Sandler,313000.0,Steve Koren,2006
85000000.0,Columbia Pictures,United States,Nancy Meyers,Comedy,205850134.0,The Holiday,PG-13,2006-12-08,136.0,6.9,Kate Winslet,258000.0,Nancy Meyers,2006
50000000.0,TriStar Pictures,Canada,Christophe Gans,Horror,100605135.0,Silent Hill,R,2006-04-21,125.0,6.5,Radha Mitchell,217000.0,Roger Avary,2006
70000000.0,Metro-Goldwyn-Mayer (MGM),United Kingdom,Michael Caton-Jones,Drama,38629478.0,Basic Instinct 2,R,2006-03-31,114.0,4.3,Sharon Stone,38000.0,Joe Eszterhas,2006
50000000.0,Universal Pictures,United States,Brian De Palma,Crime,49332692.0,The Black Dahlia,R,2006-06-15,121.0,5.6,Josh Hartnett,72000.0,Josh Friedman,2006
60000000.0,DreamWorks,Germany,Tom Tykwer,Crime,135039924.0,Perfume: The Story of a Murderer,R,2007-01-05,147.0,7.5,Ben Whishaw,239000.0,Andrew Birkin,2006
27000000.0,The Weinstein Company,United States,Paul McGuigan,Crime,56308881.0,Lucky Number Slevin,R,2006-04-07,110.0,7.7,Josh Hartnett,303000.0,Jason Smilovic,2006
17000000.0,Universal Pictures,United Kingdom,Joe Carnahan,Action,57232879.0,Smokin' Aces,R,2007-01-26,108.0,6.7,Jeremy Piven,140000.0,Joe Carnahan,2006
75000000.0,Touchstone Pictures,United States,Tony Scott,Action,180557550.0,Deja Vu,PG-13,2006-11-22,126.0,7.0,Denzel Washington,298000.0,Bill Marsilii,2006
50000000.0,Columbia Pictures,United Kingdom,Barry Sonnenfeld,Adventure,87528173.0,RV,PG,2006-04-28,99.0,5.5,Robin Williams,57000.0,Geoff Rodkey,2006
20000000.0,Red Hour Films,United States,Liam Lynch,Adventure,13939963.0,Tenacious D in the Pick of Destiny,R,2006-11-22,93.0,6.8,Jack Black,104000.0,Jack Black,2006
21000000.0,Fu Works,Netherlands,Paul Verhoeven,Drama,26768563.0,Black Book,R,2007-05-18,145.0,7.7,Carice van Houten,74000.0,Gerard Soeteman,2006
12000000.0,Touchstone Pictures,United States,Anne Fletcher,Crime,114197742.0,Step Up,PG-13,2006-08-11,104.0,6.5,Channing Tatum,113000.0,Duane Adler,2006
18000000.0,Everyman Pictures,United States,Larry Charles,Comedy,262552893.0,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,R,2006-11-03,84.0,7.3,Sacha Baron Cohen,387000.0,Sacha Baron Cohen,2006
33000000.0,New Line Cinema,United States,David R. Ellis,Action,62022014.0,Snakes on a Plane,R,2006-08-18,105.0,5.4,Samuel L. Jackson,134000.0,John Heffernan,2006
70000000.0,Warner Bros.,United States,M. Night Shyamalan,Drama,72785169.0,Lady in the Water,PG-13,2006-07-21,110.0,5.5,Paul Giamatti,96000.0,M. Night Shyamalan,2006
12000000.0,Lakeshore Entertainment,United States,Mark Neveldine,Action,42931041.0,Crank,R,2006-06-01,88.0,6.9,Jason Statham,239000.0,Mark Neveldine,2006
16500000.0,Bull's Eye Entertainment,United States,Neil Burger,Drama,87892388.0,The Illusionist,PG-13,2006-06-01,110.0,7.6,Edward Norton,360000.0,Neil Burger,2006
80000000.0,DreamWorks Animation,United States,Tim Johnson,Animation,339795890.0,Over the Hedge,PG,2006-05-19,83.0,6.7,Bruce Willis,164000.0,Len Blum,2006
25000000.0,New Line Cinema,United States,James Wong,Horror,118890272.0,Final Destination 3,R,2006-02-10,93.0,5.8,Mary Elizabeth Winstead,133000.0,Glen Morgan,2006
30000000.0,Columbia Pictures,United States,Marc Forster,Comedy,53653224.0,Stranger Than Fiction,PG-13,2006-11-10,113.0,7.5,Will Ferrell,222000.0,Zach Helm,2006
12000000.0,Fox 2000 Pictures,United States,Elizabeth Allen Rosenbaum,Comedy,22989957.0,Aquamarine,PG,2006-03-03,110.0,5.4,Emma Roberts,39000.0,John Quaintance,2006
45000000.0,Dimension Films,United States,David Zucker,Comedy,178262620.0,Scary Movie 4,PG-13,2006-04-14,83.0,5.1,Anna Faris,116000.0,Craig Mazin,2006
30000000.0,Googly Films,United States,Tarsem Singh,Adventure,3669465.0,The Fall,R,2008-05-30,117.0,7.9,Lee Pace,109000.0,Dan Gilroy,2006
18000000.0,Twentieth Century Fox,United States,Betty Thomas,Comedy,68844775.0,John Tucker Must Die,PG-13,2006-07-28,89.0,5.8,Jesse Metcalfe,81000.0,Jeff Lowell,2006
110000000.0,Universal Pictures,United States,Robert De Niro,Drama,100266865.0,The Good Shepherd,R,2006-12-22,167.0,6.7,Matt Damon,100000.0,Eric Roth,2006
24000000.0,Metro-Goldwyn-Mayer (MGM),United States,Sylvester Stallone,Action,155929020.0,Rocky Balboa,PG,2006-12-20,102.0,7.1,Sylvester Stallone,208000.0,Sylvester Stallone,2006
100000000.0,Fox 2000 Pictures,United States,Stefen Fangmeier,Action,250425512.0,Eragon,PG,2006-12-15,104.0,5.1,Ed Speleers,123000.0,Peter Buchman,2006
70000000.0,Dreamworks Pictures,United States,Bill Condon,Drama,155430335.0,Dreamgirls,PG-13,2006-12-25,130.0,6.5,Beyoncé,71000.0,Tom Eyen,2006
25000000.0,Paramount Pictures,United States,Alejandro G. Iñárritu,Drama,135330182.0,Babel,R,2006-11-10,143.0,7.4,Brad Pitt,293000.0,Guillermo Arriaga,2006
35000000.0,Fox 2000 Pictures,United States,Ridley Scott,Comedy,42269923.0,A Good Year,PG-13,2006-11-10,117.0,7.0,Russell Crowe,91000.0,Marc Klein,2006
135000000.0,Universal Pictures,Germany,Michael Mann,Action,163794509.0,Miami Vice,R,2006-07-28,132.0,6.0,Colin Farrell,112000.0,Michael Mann,2006
10000000.0,Twisted Pictures,Canada,Darren Lynn Bousman,Crime,164874275.0,Saw III,R,2006-10-27,108.0,6.2,Tobin Bell,183000.0,Leigh Whannell,2006
100000000.0,Warner Bros.,United States,George Miller,Animation,384336108.0,Happy Feet,PG,2006-11-17,108.0,6.4,Elijah Wood,174000.0,George Miller,2006
16000000.0,New Line Cinema,United States,Jonathan Liebesman,Horror,51764406.0,The Texas Chainsaw Massacre: the Beginning,R,2006-10-06,91.0,5.8,Jordana Brewster,69000.0,Sheldon Turner,2006
15000000.0,Paramount Classics,United States,Craig Brewer,Drama,10907485.0,Black Snake Moan,R,2007-03-02,116.0,6.9,Christina Ricci,62000.0,Craig Brewer,2006
75000000.0,Columbia Pictures,United States,Gil Kenan,Animation,141861243.0,Monster House,PG,2006-07-21,91.0,6.6,Mitchel Musso,106000.0,Dan Harmon,2006
17300000.0,BBC Films,United Kingdom,Woody Allen,Comedy,39220946.0,Scoop,PG-13,2006-07-28,96.0,6.6,Scarlett Johansson,82000.0,Woody Allen,2006
65000000.0,Paramount Pictures,United States,Oliver Stone,Drama,163247198.0,World Trade Center,PG-13,2006-08-09,129.0,5.9,Nicolas Cage,79000.0,Andrea Berloff,2006
12000000.0,Lionsgate,United States,Greg Coolidge,Comedy,38395414.0,Employee of the Month,PG-13,2006-10-06,103.0,5.5,Jessica Simpson,46000.0,Don Calame,2006
64000000.0,Revolution Studios,United States,Keenen Ivory Wayans,Comedy,104003322.0,Little Man,PG-13,2006-07-14,98.0,4.5,Shawn Wayans,52000.0,Keenen Ivory Wayans,2006
33000000.0,Revolution Studios,United States,Dennis Dugan,Comedy,64962629.0,The Benchwarmers,PG-13,2006-04-07,85.0,5.5,David Spade,49000.0,Allen Covert,2006
160000000.0,Warner Bros.,United States,Wolfgang Petersen,Action,181674817.0,Poseidon,PG-13,2006-05-12,98.0,5.7,Richard Dreyfuss,100000.0,Mark Protosevich,2006
149000000.0,Aardman Animations,United Kingdom,David Bowers,Animation,178281554.0,Flushed Away,PG,2006-11-03,85.0,6.6,Hugh Jackman,117000.0,Dick Clement,2006
70000000.0,Touchstone Pictures,United States,Andrew Davis,Action,94973540.0,The Guardian,PG-13,2006-06-29,139.0,6.9,Kevin Costner,89000.0,Ron L. Brinkerhoff,2006
10000000.0,Metro-Goldwyn-Mayer (MGM),United States,Werner Herzog,Action,7177143.0,Rescue Dawn,PG-13,2007-07-27,120.0,7.3,Christian Bale,103000.0,Werner Herzog,2006
15000000.0,Screen Gems,United States,Simon West,Horror,67062123.0,When a Stranger Calls,PG-13,2006-02-03,87.0,5.1,Camilla Belle,44000.0,Jake Wade Wall,2006
8700000.0,Warner Independent Pictures (WIP),United States,Richard Linklater,Animation,7659918.0,A Scanner Darkly,R,2006-07-28,100.0,7.1,Keanu Reeves,108000.0,Philip K. Dick,2006
21000000.0,Dimension Films,United Kingdom,Corey Yuen,Action,7563172.0,DOA: Dead or Alive,PG-13,2007-06-15,87.0,4.8,Jaime Pressly,44000.0,J.F. Lawton,2006
2000000.0,THINKFilm,United States,John Cameron Mitchell,Comedy,5526675.0,Shortbus,Not Rated,2006-10-20,101.0,6.4,Sook-Yin Lee,32000.0,John Cameron Mitchell,2006
25000000.0,Columbia Pictures,United States,Susannah Grant,Comedy,16162580.0,Catch and Release,PG-13,2007-01-26,124.0,6.0,Jennifer Garner,25000.0,Susannah Grant,2006
